Module,TC ID,Test Case,Priority,Steps,Expected Result,Actual Result,Status,Bug ID
Rev Share - GGR,MATH-PAY-349,Var:GGR|Mod:QFTD % + Bonus Flat|Val:200|Behav:Pass QFTD & Time,P0,"Execute step for RevShare GGR with QFTD % + Bonus Flat, value 200, behavior Pass QFTD & Time",Calculated: $75.00,,Pending,
Rev Share - GGR,MATH-PAY-350,Var:GGR|Mod:QFTD % + Bonus Flat|Val:200|Behav:Fail QFTD,P0,"Execute step for RevShare GGR with QFTD % + Bonus Flat, value 200, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-351,Var:GGR|Mod:QFTD % + Bonus Flat|Val:200|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare GGR with QFTD % + Bonus Flat, value 200, behavior Pass QFTD Fail Time",Calculated: $60.00,,Pending,
Rev Share - GGR,MATH-PAY-352,Var:GGR|Mod:QFTD % + Bonus Flat|Val:50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare GGR with QFTD % + Bonus Flat, value 50, behavior Pass QFTD & Time",Calculated: $30.00,,Pending,
Rev Share - GGR,MATH-PAY-353,Var:GGR|Mod:QFTD % + Bonus Flat|Val:50|Behav:Fail QFTD,P0,"Execute step for RevShare GGR with QFTD % + Bonus Flat, value 50, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-354,Var:GGR|Mod:QFTD % + Bonus Flat|Val:50|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare GGR with QFTD % + Bonus Flat, value 50, behavior Pass QFTD Fail Time",Calculated: $15.00,,Pending,
Rev Share - GGR,MATH-PAY-355,Var:GGR|Mod:QFTD % + Bonus Flat|Val:-50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare GGR with QFTD % + Bonus Flat, value -50, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-356,Var:GGR|Mod:QFTD % + Bonus Flat|Val:-50|Behav:Fail QFTD,P0,"Execute step for RevShare GGR with QFTD % + Bonus Flat, value -50, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-357,Var:GGR|Mod:QFTD % + Bonus Flat|Val:-50|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare GGR with QFTD % + Bonus Flat, value -50, behavior Pass QFTD Fail Time",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-358,Var:GGR|Mod:QFTD % + Bonus Flat|Val:0|Behav:Pass QFTD & Time,P0,"Execute step for RevShare GGR with QFTD % + Bonus Flat, value 0, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-359,Var:GGR|Mod:QFTD % + Bonus Flat|Val:0|Behav:Fail QFTD,P0,"Execute step for RevShare GGR with QFTD % + Bonus Flat, value 0, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-360,Var:GGR|Mod:QFTD % + Bonus Flat|Val:0|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare GGR with QFTD % + Bonus Flat, value 0, behavior Pass QFTD Fail Time",Calculated: $0.00,,Pending,
Hybrid Registration+FTD,MATH-PAY-361,Mod:None|BaseVal:20,P0,Execute step for Hybrid Registration+FTD with None and base value 20,Calculated: $56.00,,Pending,
Hybrid Registration+FTD,MATH-PAY-362,Mod:None|BaseVal:100,P0,Execute step for Hybrid Registration+FTD with None and base value 100,Calculated: $80.00,,Pending,
Hybrid Registration+FTD,MATH-PAY-363,Mod:None|BaseVal:500,P0,Execute step for Hybrid Registration+FTD with None and base value 500,Calculated: $200.00,,Pending,
Hybrid Registration+FTD,MATH-PAY-364,Mod:QFTD Flat|BaseVal:20,P0,Execute step for Hybrid Registration+FTD with QFTD Flat and base value 20,Calculated: $6.00,,Pending,
Hybrid Registration+FTD,MATH-PAY-365,Mod:QFTD Flat|BaseVal:100,P0,Execute step for Hybrid Registration+FTD with QFTD Flat and base value 100,Calculated: $80.00,,Pending,
Hybrid Registration+FTD,MATH-PAY-366,Mod:QFTD Flat|BaseVal:500,P0,Execute step for Hybrid Registration+FTD with QFTD Flat and base value 500,Calculated: $200.00,,Pending,
Hybrid Registration+FTD,MATH-PAY-367,Mod:QFTD %|BaseVal:20,P0,Execute step for Hybrid Registration+FTD with QFTD % and base value 20,Calculated: $6.00,,Pending,
Hybrid Registration+FTD,MATH-PAY-368,Mod:QFTD %|BaseVal:100,P0,Execute step for Hybrid Registration+FTD with QFTD % and base value 100,Calculated: $40.00,,Pending,
Hybrid Registration+FTD,MATH-PAY-369,Mod:QFTD %|BaseVal:500,P0,Execute step for Hybrid Registration+FTD with QFTD % and base value 500,Calculated: $200.00,,Pending,
Hybrid Registration+FTD,MATH-PAY-370,Mod:Bonus Flat|BaseVal:20,P0,Execute step for Hybrid Registration+FTD with Bonus Flat and base value 20,Calculated: $71.00,,Pending,
Hybrid Registration+FTD,MATH-PAY-371,Mod:Bonus Flat|BaseVal:100,P0,Execute step for Hybrid Registration+FTD with Bonus Flat and base value 100,Calculated: $95.00,,Pending,
Hybrid Registration+FTD,MATH-PAY-372,Mod:Bonus Flat|BaseVal:500,P0,Execute step for Hybrid Registration+FTD with Bonus Flat and base value 500,Calculated: $215.00,,Pending,
Hybrid Registration+FTD,MATH-PAY-373,Mod:Bonus %|BaseVal:20,P0,Execute step for Hybrid Registration+FTD with Bonus % and base value 20,Calculated: $58.00,,Pending,
Hybrid Registration+FTD,MATH-PAY-374,Mod:Bonus %|BaseVal:100,P0,Execute step for Hybrid Registration+FTD with Bonus % and base value 100,Calculated: $90.00,,Pending,
Hybrid Registration+FTD,MATH-PAY-375,Mod:Bonus %|BaseVal:500,P0,Execute step for Hybrid Registration+FTD with Bonus % and base value 500,Calculated: $250.00,,Pending,
Hybrid Registration+NGR,MATH-PAY-376,Mod:None|BaseVal:20,P0,Execute step for Hybrid Registration+NGR with None and base value 20,Calculated: $56.00,,Pending,
Hybrid Registration+NGR,MATH-PAY-377,Mod:None|BaseVal:100,P0,Execute step for Hybrid Registration+NGR with None and base value 100,Calculated: $80.00,,Pending,
Hybrid Registration+NGR,MATH-PAY-378,Mod:None|BaseVal:500,P0,Execute step for Hybrid Registration+NGR with None and base value 500,Calculated: $200.00,,Pending,
Hybrid Registration+NGR,MATH-PAY-379,Mod:QFTD Flat|BaseVal:20,P0,Execute step for Hybrid Registration+NGR with QFTD Flat and base value 20,Calculated: $6.00,,Pending,
Hybrid Registration+NGR,MATH-PAY-380,Mod:QFTD Flat|BaseVal:100,P0,Execute step for Hybrid Registration+NGR with QFTD Flat and base value 100,Calculated: $80.00,,Pending,
Hybrid Registration+NGR,MATH-PAY-381,Mod:QFTD Flat|BaseVal:500,P0,Execute step for Hybrid Registration+NGR with QFTD Flat and base value 500,Calculated: $200.00,,Pending,
Hybrid Registration+NGR,MATH-PAY-382,Mod:QFTD %|BaseVal:20,P0,Execute step for Hybrid Registration+NGR with QFTD % and base value 20,Calculated: $6.00,,Pending,
Hybrid Registration+NGR,MATH-PAY-383,Mod:QFTD %|BaseVal:100,P0,Execute step for Hybrid Registration+NGR with QFTD % and base value 100,Calculated: $40.00,,Pending,
Hybrid Registration+NGR,MATH-PAY-384,Mod:QFTD %|BaseVal:500,P0,Execute step for Hybrid Registration+NGR with QFTD % and base value 500,Calculated: $200.00,,Pending,
Hybrid Registration+NGR,MATH-PAY-385,Mod:Bonus Flat|BaseVal:20,P0,Execute step for Hybrid Registration+NGR with Bonus Flat and base value 20,Calculated: $71.00,,Pending,
Hybrid Registration+NGR,MATH-PAY-386,Mod:Bonus Flat|BaseVal:100,P0,Execute step for Hybrid Registration+NGR with Bonus Flat and base value 100,Calculated: $95.00,,Pending,
Hybrid Registration+NGR,MATH-PAY-387,Mod:Bonus Flat|BaseVal:500,P0,Execute step for Hybrid Registration+NGR with Bonus Flat and base value 500,Calculated: $215.00,,Pending,
Hybrid Registration+NGR,MATH-PAY-388,Mod:Bonus %|BaseVal:20,P0,Execute step for Hybrid Registration+NGR with Bonus % and base value 20,Calculated: $58.00,,Pending,
Hybrid Registration+NGR,MATH-PAY-389,Mod:Bonus %|BaseVal:100,P0,Execute step for Hybrid Registration+NGR with Bonus % and base value 100,Calculated: $90.00,,Pending,
Hybrid Registration+NGR,MATH-PAY-390,Mod:Bonus %|BaseVal:500,P0,Execute step for Hybrid Registration+NGR with Bonus % and base value 500,Calculated: $250.00,,Pending,
Hybrid Registration+Deposit,MATH-PAY-391,Mod:None|BaseVal:20,P0,Execute step for Hybrid Registration+Deposit with None and base value 20,Calculated: $56.00,,Pending,
Hybrid Registration+Deposit,MATH-PAY-392,Mod:None|BaseVal:100,P0,Execute step for Hybrid Registration+Deposit with None and base value 100,Calculated: $80.00,,Pending,
Hybrid Registration+Deposit,MATH-PAY-393,Mod:None|BaseVal:500,P0,Execute step for Hybrid Registration+Deposit with None and base value 500,Calculated: $200.00,,Pending,
Hybrid Registration+Deposit,MATH-PAY-394,Mod:QFTD Flat|BaseVal:20,P0,Execute step for Hybrid Registration+Deposit with QFTD Flat and base value 20,Calculated: $6.00,,Pending,
Hybrid Registration+Deposit,MATH-PAY-395,Mod:QFTD Flat|BaseVal:100,P0,Execute step for Hybrid Registration+Deposit with QFTD Flat and base value 100,Calculated: $80.00,,Pending,
Hybrid Registration+Deposit,MATH-PAY-396,Mod:QFTD Flat|BaseVal:500,P0,Execute step for Hybrid Registration+Deposit with QFTD Flat and base value 500,Calculated: $200.00,,Pending,
Hybrid Registration+Deposit,MATH-PAY-397,Mod:QFTD %|BaseVal:20,P0,Execute step for Hybrid Registration+Deposit with QFTD % and base value 20,Calculated: $6.00,,Pending,
Hybrid Registration+Deposit,MATH-PAY-398,Mod:QFTD %|BaseVal:100,P0,Execute step for Hybrid Registration+Deposit with QFTD % and base value 100,Calculated: $40.00,,Pending,
Hybrid Registration+Deposit,MATH-PAY-399,Mod:QFTD %|BaseVal:500,P0,Execute step for Hybrid Registration+Deposit with QFTD % and base value 500,Calculated: $200.00,,Pending,
Hybrid Registration+Deposit,MATH-PAY-400,Mod:Bonus Flat|BaseVal:20,P0,Execute step for Hybrid Registration+Deposit with Bonus Flat and base value 20,Calculated: $71.00,,Pending,
Hybrid Registration+Deposit,MATH-PAY-401,Mod:Bonus Flat|BaseVal:100,P0,Execute step for Hybrid Registration+Deposit with Bonus Flat and base value 100,Calculated: $95.00,,Pending,
Hybrid Registration+Deposit,MATH-PAY-402,Mod:Bonus Flat|BaseVal:500,P0,Execute step for Hybrid Registration+Deposit with Bonus Flat and base value 500,Calculated: $215.00,,Pending,
Hybrid Registration+Deposit,MATH-PAY-403,Mod:Bonus %|BaseVal:20,P0,Execute step for Hybrid Registration+Deposit with Bonus % and base value 20,Calculated: $58.00,,Pending,
Hybrid Registration+Deposit,MATH-PAY-404,Mod:Bonus %|BaseVal:100,P0,Execute step for Hybrid Registration+Deposit with Bonus % and base value 100,Calculated: $90.00,,Pending,
Hybrid Registration+Deposit,MATH-PAY-405,Mod:Bonus %|BaseVal:500,P0,Execute step for Hybrid Registration+Deposit with Bonus % and base value 500,Calculated: $250.00,,Pending,
Hybrid Registration+GGR,MATH-PAY-406,Mod:None|BaseVal:20,P0,Execute step for Hybrid Registration+GGR with None and base value 20,Calculated: $56.00,,Pending,
Hybrid Registration+GGR,MATH-PAY-407,Mod:None|BaseVal:100,P0,Execute step for Hybrid Registration+GGR with None and base value 100,Calculated: $80.00,,Pending,
Hybrid Registration+GGR,MATH-PAY-408,Mod:None|BaseVal:500,P0,Execute step for Hybrid Registration+GGR with None and base value 500,Calculated: $200.00,,Pending,
Hybrid Registration+GGR,MATH-PAY-409,Mod:QFTD Flat|BaseVal:20,P0,Execute step for Hybrid Registration+GGR with QFTD Flat and base value 20,Calculated: $6.00,,Pending,
Hybrid Registration+GGR,MATH-PAY-410,Mod:QFTD Flat|BaseVal:100,P0,Execute step for Hybrid Registration+GGR with QFTD Flat and base value 100,Calculated: $80.00,,Pending,
Hybrid Registration+GGR,MATH-PAY-411,Mod:QFTD Flat|BaseVal:500,P0,Execute step for Hybrid Registration+GGR with QFTD Flat and base value 500,Calculated: $200.00,,Pending,
Hybrid Registration+GGR,MATH-PAY-412,Mod:QFTD %|BaseVal:20,P0,Execute step for Hybrid Registration+GGR with QFTD % and base value 20,Calculated: $6.00,,Pending,
Hybrid Registration+GGR,MATH-PAY-413,Mod:QFTD %|BaseVal:100,P0,Execute step for Hybrid Registration+GGR with QFTD % and base value 100,Calculated: $40.00,,Pending,
Hybrid Registration+GGR,MATH-PAY-414,Mod:QFTD %|BaseVal:500,P0,Execute step for Hybrid Registration+GGR with QFTD % and base value 500,Calculated: $200.00,,Pending,
Hybrid Registration+GGR,MATH-PAY-415,Mod:Bonus Flat|BaseVal:20,P0,Execute step for Hybrid Registration+GGR with Bonus Flat and base value 20,Calculated: $71.00,,Pending,
Hybrid Registration+GGR,MATH-PAY-416,Mod:Bonus Flat|BaseVal:100,P0,Execute step for Hybrid Registration+GGR with Bonus Flat and base value 100,Calculated: $95.00,,Pending,
Hybrid Registration+GGR,MATH-PAY-417,Mod:Bonus Flat|BaseVal:500,P0,Execute step for Hybrid Registration+GGR with Bonus Flat and base value 500,Calculated: $215.00,,Pending,
Hybrid Registration+GGR,MATH-PAY-418,Mod:Bonus %|BaseVal:20,P0,Execute step for Hybrid Registration+GGR with Bonus % and base value 20,Calculated: $58.00,,Pending,
Hybrid Registration+GGR,MATH-PAY-419,Mod:Bonus %|BaseVal:100,P0,Execute step for Hybrid Registration+GGR with Bonus % and base value 100,Calculated: $90.00,,Pending,
Hybrid Registration+GGR,MATH-PAY-420,Mod:Bonus %|BaseVal:500,P0,Execute step for Hybrid Registration+GGR with Bonus % and base value 500,Calculated: $250.00,,Pending,
Hybrid FTD+FTD,MATH-PAY-421,Mod:None|BaseVal:20,P0,Execute step for Hybrid FTD+FTD with None and base value 20,Calculated: $56.00,,Pending,
Hybrid FTD+FTD,MATH-PAY-422,Mod:None|BaseVal:100,P0,Execute step for Hybrid FTD+FTD with None and base value 100,Calculated: $80.00,,Pending,
Hybrid FTD+FTD,MATH-PAY-423,Mod:None|BaseVal:500,P0,Execute step for Hybrid FTD+FTD with None and base value 500,Calculated: $200.00,,Pending,
Hybrid FTD+FTD,MATH-PAY-424,Mod:QFTD Flat|BaseVal:20,P0,Execute step for Hybrid FTD+FTD with QFTD Flat and base value 20,Calculated: $6.00,,Pending,
Hybrid FTD+FTD,MATH-PAY-425,Mod:QFTD Flat|BaseVal:100,P0,Execute step for Hybrid FTD+FTD with QFTD Flat and base value 100,Calculated: $80.00,,Pending,
Hybrid FTD+FTD,MATH-PAY-426,Mod:QFTD Flat|BaseVal:500,P0,Execute step for Hybrid FTD+FTD with QFTD Flat and base value 500,Calculated: $200.00,,Pending,
Hybrid FTD+FTD,MATH-PAY-427,Mod:QFTD %|BaseVal:20,P0,Execute step for Hybrid FTD+FTD with QFTD % and base value 20,Calculated: $6.00,,Pending,
Hybrid FTD+FTD,MATH-PAY-428,Mod:QFTD %|BaseVal:100,P0,Execute step for Hybrid FTD+FTD with QFTD % and base value 100,Calculated: $40.00,,Pending,
Hybrid FTD+FTD,MATH-PAY-429,Mod:QFTD %|BaseVal:500,P0,Execute step for Hybrid FTD+FTD with QFTD % and base value 500,Calculated: $200.00,,Pending,
Hybrid FTD+FTD,MATH-PAY-430,Mod:Bonus Flat|BaseVal:20,P0,Execute step for Hybrid FTD+FTD with Bonus Flat and base value 20,Calculated: $71.00,,Pending,
Hybrid FTD+FTD,MATH-PAY-431,Mod:Bonus Flat|BaseVal:100,P0,Execute step for Hybrid FTD+FTD with Bonus Flat and base value 100,Calculated: $95.00,,Pending,
Hybrid FTD+FTD,MATH-PAY-432,Mod:Bonus Flat|BaseVal:500,P0,Execute step for Hybrid FTD+FTD with Bonus Flat and base value 500,Calculated: $215.00,,Pending,
Hybrid FTD+FTD,MATH-PAY-433,Mod:Bonus %|BaseVal:20,P0,Execute step for Hybrid FTD+FTD with Bonus % and base value 20,Calculated: $58.00,,Pending,
Hybrid FTD+FTD,MATH-PAY-434,Mod:Bonus %|BaseVal:100,P0,Execute step for Hybrid FTD+FTD with Bonus % and base value 100,Calculated: $90.00,,Pending,
Hybrid FTD+FTD,MATH-PAY-435,Mod:Bonus %|BaseVal:500,P0,Execute step for Hybrid FTD+FTD with Bonus % and base value 500,Calculated: $250.00,,Pending,
Hybrid FTD+NGR,MATH-PAY-436,Mod:None|BaseVal:20,P0,Execute step for Hybrid FTD+NGR with None and base value 20,Calculated: $56.00,,Pending,
Hybrid FTD+NGR,MATH-PAY-437,Mod:None|BaseVal:100,P0,Execute step for Hybrid FTD+NGR with None and base value 100,Calculated: $80.00,,Pending,
Hybrid FTD+NGR,MATH-PAY-438,Mod:None|BaseVal:500,P0,Execute step for Hybrid FTD+NGR with None and base value 500,Calculated: $200.00,,Pending,
Hybrid FTD+NGR,MATH-PAY-439,Mod:QFTD Flat|BaseVal:20,P0,Execute step for Hybrid FTD+NGR with QFTD Flat and base value 20,Calculated: $6.00,,Pending,
Hybrid FTD+NGR,MATH-PAY-440,Mod:QFTD Flat|BaseVal:100,P0,Execute step for Hybrid FTD+NGR with QFTD Flat and base value 100,Calculated: $80.00,,Pending,
Hybrid FTD+NGR,MATH-PAY-441,Mod:QFTD Flat|BaseVal:500,P0,Execute step for Hybrid FTD+NGR with QFTD Flat and base value 500,Calculated: $200.00,,Pending,
Hybrid FTD+NGR,MATH-PAY-442,Mod:QFTD %|BaseVal:20,P0,Execute step for Hybrid FTD+NGR with QFTD % and base value 20,Calculated: $6.00,,Pending,
Hybrid FTD+NGR,MATH-PAY-443,Mod:QFTD %|BaseVal:100,P0,Execute step for Hybrid FTD+NGR with QFTD % and base value 100,Calculated: $40.00,,Pending,
Hybrid FTD+NGR,MATH-PAY-444,Mod:QFTD %|BaseVal:500,P0,Execute step for Hybrid FTD+NGR with QFTD % and base value 500,Calculated: $200.00,,Pending,
Hybrid FTD+NGR,MATH-PAY-445,Mod:Bonus Flat|BaseVal:20,P0,Execute step for Hybrid FTD+NGR with Bonus Flat and base value 20,Calculated: $71.00,,Pending,
Hybrid FTD+NGR,MATH-PAY-446,Mod:Bonus Flat|BaseVal:100,P0,Execute step for Hybrid FTD+NGR with Bonus Flat and base value 100,Calculated: $95.00,,Pending,
Hybrid FTD+NGR,MATH-PAY-447,Mod:Bonus Flat|BaseVal:500,P0,Execute step for Hybrid FTD+NGR with Bonus Flat and base value 500,Calculated: $215.00,,Pending,
Hybrid FTD+NGR,MATH-PAY-448,Mod:Bonus %|BaseVal:20,P0,Execute step for Hybrid FTD+NGR with Bonus % and base value 20,Calculated: $58.00,,Pending,
Hybrid FTD+NGR,MATH-PAY-449,Mod:Bonus %|BaseVal:100,P0,Execute step for Hybrid FTD+NGR with Bonus % and base value 100,Calculated: $90.00,,Pending,
Hybrid FTD+NGR,MATH-PAY-450,Mod:Bonus %|BaseVal:500,P0,Execute step for Hybrid FTD+NGR with Bonus % and base value 500,Calculated: $250.00,,Pending,
Hybrid FTD+Deposit,MATH-PAY-451,Mod:None|BaseVal:20,P0,Execute step for Hybrid FTD+Deposit with None and base value 20,Calculated: $56.00,,Pending,
Hybrid FTD+Deposit,MATH-PAY-452,Mod:None|BaseVal:100,P0,Execute step for Hybrid FTD+Deposit with None and base value 100,Calculated: $80.00,,Pending,
Hybrid FTD+Deposit,MATH-PAY-453,Mod:None|BaseVal:500,P0,Execute step for Hybrid FTD+Deposit with None and base value 500,Calculated: $200.00,,Pending,
Hybrid FTD+Deposit,MATH-PAY-454,Mod:QFTD Flat|BaseVal:20,P0,Execute step for Hybrid FTD+Deposit with QFTD Flat and base value 20,Calculated: $6.00,,Pending,
Hybrid FTD+Deposit,MATH-PAY-455,Mod:QFTD Flat|BaseVal:100,P0,Execute step for Hybrid FTD+Deposit with QFTD Flat and base value 100,Calculated: $80.00,,Pending,
Hybrid FTD+Deposit,MATH-PAY-456,Mod:QFTD Flat|BaseVal:500,P0,Execute step for Hybrid FTD+Deposit with QFTD Flat and base value 500,Calculated: $200.00,,Pending,
Hybrid FTD+Deposit,MATH-PAY-457,Mod:QFTD %|BaseVal:20,P0,Execute step for Hybrid FTD+Deposit with QFTD % and base value 20,Calculated: $6.00,,Pending,
Hybrid FTD+Deposit,MATH-PAY-458,Mod:QFTD %|BaseVal:100,P0,Execute step for Hybrid FTD+Deposit with QFTD % and base value 100,Calculated: $40.00,,Pending,
Hybrid FTD+Deposit,MATH-PAY-459,Mod:QFTD %|BaseVal:500,P0,Execute step for Hybrid FTD+Deposit with QFTD % and base value 500,Calculated: $200.00,,Pending,
Hybrid FTD+Deposit,MATH-PAY-460,Mod:Bonus Flat|BaseVal:20,P0,Execute step for Hybrid FTD+Deposit with Bonus Flat and base value 20,Calculated: $71.00,,Pending,
Hybrid FTD+Deposit,MATH-PAY-461,Mod:Bonus Flat|BaseVal:100,P0,Execute step for Hybrid FTD+Deposit with Bonus Flat and base value 100,Calculated: $95.00,,Pending,
Hybrid FTD+Deposit,MATH-PAY-462,Mod:Bonus Flat|BaseVal:500,P0,Execute step for Hybrid FTD+Deposit with Bonus Flat and base value 500,Calculated: $215.00,,Pending,
Hybrid FTD+Deposit,MATH-PAY-463,Mod:Bonus %|BaseVal:20,P0,Execute step for Hybrid FTD+Deposit with Bonus % and base value 20,Calculated: $58.00,,Pending,
Hybrid FTD+Deposit,MATH-PAY-464,Mod:Bonus %|BaseVal:100,P0,Execute step for Hybrid FTD+Deposit with Bonus % and base value 100,Calculated: $90.00,,Pending,
Hybrid FTD+Deposit,MATH-PAY-465,Mod:Bonus %|BaseVal:500,P0,Execute step for Hybrid FTD+Deposit with Bonus % and base value 500,Calculated: $250.00,,Pending,
Hybrid FTD+GGR,MATH-PAY-466,Mod:None|BaseVal:20,P0,Execute step for Hybrid FTD+GGR with None and base value 20,Calculated: $56.00,,Pending,
Hybrid FTD+GGR,MATH-PAY-467,Mod:None|BaseVal:100,P0,Execute step for Hybrid FTD+GGR with None and base value 100,Calculated: $80.00,,Pending,
Hybrid FTD+GGR,MATH-PAY-468,Mod:None|BaseVal:500,P0,Execute step for Hybrid FTD+GGR with None and base value 500,Calculated: $200.00,,Pending,
Hybrid FTD+GGR,MATH-PAY-469,Mod:QFTD Flat|BaseVal:20,P0,Execute step for Hybrid FTD+GGR with QFTD Flat and base value 20,Calculated: $6.00,,Pending,
Hybrid FTD+GGR,MATH-PAY-470,Mod:QFTD Flat|BaseVal:100,P0,Execute step for Hybrid FTD+GGR with QFTD Flat and base value 100,Calculated: $80.00,,Pending,
Hybrid FTD+GGR,MATH-PAY-471,Mod:QFTD Flat|BaseVal:500,P0,Execute step for Hybrid FTD+GGR with QFTD Flat and base value 500,Calculated: $200.00,,Pending,
Hybrid FTD+GGR,MATH-PAY-472,Mod:QFTD %|BaseVal:20,P0,Execute step for Hybrid FTD+GGR with QFTD % and base value 20,Calculated: $6.00,,Pending,
Hybrid FTD+GGR,MATH-PAY-473,Mod:QFTD %|BaseVal:100,P0,Execute step for Hybrid FTD+GGR with QFTD % and base value 100,Calculated: $40.00,,Pending,
Hybrid FTD+GGR,MATH-PAY-474,Mod:QFTD %|BaseVal:500,P0,Execute step for Hybrid FTD+GGR with QFTD % and base value 500,Calculated: $200.00,,Pending,
Hybrid FTD+GGR,MATH-PAY-475,Mod:Bonus Flat|BaseVal:20,P0,Execute step for Hybrid FTD+GGR with Bonus Flat and base value 20,Calculated: $71.00,,Pending,
Hybrid FTD+GGR,MATH-PAY-476,Mod:Bonus Flat|BaseVal:100,P0,Execute step for Hybrid FTD+GGR with Bonus Flat and base value 100,Calculated: $95.00,,Pending,
Hybrid FTD+GGR,MATH-PAY-477,Mod:Bonus Flat|BaseVal:500,P0,Execute step for Hybrid FTD+GGR with Bonus Flat and base value 500,Calculated: $215.00,,Pending,
Hybrid FTD+GGR,MATH-PAY-478,Mod:Bonus %|BaseVal:20,P0,Execute step for Hybrid FTD+GGR with Bonus % and base value 20,Calculated: $58.00,,Pending,
Hybrid FTD+GGR,MATH-PAY-479,Mod:Bonus %|BaseVal:100,P0,Execute step for Hybrid FTD+GGR with Bonus % and base value 100,Calculated: $90.00,,Pending,
Hybrid FTD+GGR,MATH-PAY-480,Mod:Bonus %|BaseVal:500,P0,Execute step for Hybrid FTD+GGR with Bonus % and base value 500,Calculated: $250.00,,Pending,
Hybrid Cumulative Deposit+FTD,MATH-PAY-481,Mod:None|BaseVal:20,P0,Execute step for Hybrid Cumulative Deposit+FTD with None and base value 20,Calculated: $56.00,,Pending,
Hybrid Cumulative Deposit+FTD,MATH-PAY-482,Mod:None|BaseVal:100,P0,Execute step for Hybrid Cumulative Deposit+FTD with None and base value 100,Calculated: $80.00,,Pending,
Hybrid Cumulative Deposit+FTD,MATH-PAY-483,Mod:None|BaseVal:500,P0,Execute step for Hybrid Cumulative Deposit+FTD with None and base value 500,Calculated: $200.00,,Pending,
Hybrid Cumulative Deposit+FTD,MATH-PAY-484,Mod:QFTD Flat|BaseVal:20,P0,Execute step for Hybrid Cumulative Deposit+FTD with QFTD Flat and base value 20,Calculated: $6.00,,Pending,
Hybrid Cumulative Deposit+FTD,MATH-PAY-485,Mod:QFTD Flat|BaseVal:100,P0,Execute step for Hybrid Cumulative Deposit+FTD with QFTD Flat and base value 100,Calculated: $80.00,,Pending,
Hybrid Cumulative Deposit+FTD,MATH-PAY-486,Mod:QFTD Flat|BaseVal:500,P0,Execute step for Hybrid Cumulative Deposit+FTD with QFTD Flat and base value 500,Calculated: $200.00,,Pending,
Hybrid Cumulative Deposit+FTD,MATH-PAY-487,Mod:QFTD %|BaseVal:20,P0,Execute step for Hybrid Cumulative Deposit+FTD with QFTD % and base value 20,Calculated: $6.00,,Pending,
Hybrid Cumulative Deposit+FTD,MATH-PAY-488,Mod:QFTD %|BaseVal:100,P0,Execute step for Hybrid Cumulative Deposit+FTD with QFTD % and base value 100,Calculated: $40.00,,Pending,
Hybrid Cumulative Deposit+FTD,MATH-PAY-489,Mod:QFTD %|BaseVal:500,P0,Execute step for Hybrid Cumulative Deposit+FTD with QFTD % and base value 500,Calculated: $200.00,,Pending,
Hybrid Cumulative Deposit+FTD,MATH-PAY-490,Mod:Bonus Flat|BaseVal:20,P0,Execute step for Hybrid Cumulative Deposit+FTD with Bonus Flat and base value 20,Calculated: $71.00,,Pending,
Hybrid Cumulative Deposit+FTD,MATH-PAY-491,Mod:Bonus Flat|BaseVal:100,P0,Execute step for Hybrid Cumulative Deposit+FTD with Bonus Flat and base value 100,Calculated: $95.00,,Pending,
Hybrid Cumulative Deposit+FTD,MATH-PAY-492,Mod:Bonus Flat|BaseVal:500,P0,Execute step for Hybrid Cumulative Deposit+FTD with Bonus Flat and base value 500,Calculated: $215.00,,Pending,
Hybrid Cumulative Deposit+FTD,MATH-PAY-493,Mod:Bonus %|BaseVal:20,P0,Execute step for Hybrid Cumulative Deposit+FTD with Bonus % and base value 20,Calculated: $58.00,,Pending,
Hybrid Cumulative Deposit+FTD,MATH-PAY-494,Mod:Bonus %|BaseVal:100,P0,Execute step for Hybrid Cumulative Deposit+FTD with Bonus % and base value 100,Calculated: $90.00,,Pending,
Hybrid Cumulative Deposit+FTD,MATH-PAY-495,Mod:Bonus %|BaseVal:500,P0,Execute step for Hybrid Cumulative Deposit+FTD with Bonus % and base value 500,Calculated: $250.00,,Pending,
Hybrid Cumulative Deposit+NGR,MATH-PAY-496,Mod:None|BaseVal:20,P0,Execute step for Hybrid Cumulative Deposit+NGR with None and base value 20,Calculated: $56.00,,Pending,
